object_id,id_p,id_c,cod_via,nome_rua,ponto_referencia,freguesia,situacao,implantacao,global_id,lon,lat,location
080,080,474,66669,Avenida do Brasil,LNEC,Alvalade,Em operação,Definida,fc89b2bb-13d5-4d03-8365-3bf68a1672f4,-9.1409750565354,38.7583987352157,0101000020E61000001ABEF2E12D4822C0238AB23513614340
082,082,463,100031,Campo Grande,NaN,Alvalade,Em operação,Definida,b72d5d14-00e2-4411-bc0d-e77d8ea7c59e,-9.14958315790538,38.7523962403618,0101000020E6100000D678E629964C22C05FFE1E854E604340
063,063,481,100031,Campo Grande,Museu de Lisboa - Palácio Pimenta,Alvalade,Em operação,Definida,884e8a01-9a5e-45b8-9be9-ca738e27500e,-9.15612590041896,38.7582276164273,0101000020E61000004AB7E8BBEF4F22C059BD3F9A0D614340
008,008,484,262,Rua Prof. Vieira de Almeida,NaN,Lumiar,Em operação,Definida,50009a9e-1389-45b5-8066-bdb1732ce61a,-9.16665799569365,38.7607521861639,0101000020E6100000053E6232545522C09CF7DF5360614340
049,049,486,66842,Rua Hermano Neves,Cruzamento com Estrada de Telheiras,Lumiar,Em operação,Definida,c858e2dc-af5d-4225-9b00-9accf0fc7f5c,-9.16993253867144,38.7596236169496,0101000020E61000007C3DD065015722C0AC08C0583B614340
091,091,488,419,Rua Fernando Namora,NaN,Lumiar,Em operação,Definida,1a9723c0-633d-420b-8eae-efd1423f9294,-9.17549470031861,38.7601890120531,0101000020E6100000C1FAFC70DA5922C0F7C5A0DF4D614340
033,033,420,67117,Avenida Rovisco Pais,Instituto Superior Técnico,Areeiro,Em operação,Definida,220d490a-5b5f-46e4-b535-e809edd99ca1,-9.13686206335629,38.7361089052679,0101000020E6100000505BCCC8124622C0C2350DD1385E4340
077,077,490,34570,Azinhaga da Torre do Fato,Cruzamento com Rua Fernando Namora,Lumiar,Em operação,Definida,61fad375-a8dd-48ab-bb97-cdff8d464108,-9.17853689939481,38.7602629110536,0101000020E6100000560F4030695B22C022AB894B50614340
076,076,471,66700,Rua Lopes Mendonça,Escola Básica São João de Brito,Alvalade,Em operação,Definida,861b085c-daeb-4b95-92dc-7ae0bc6403b5,-9.13738258288949,38.7564799139371,0101000020E6100000CA198902574622C06A387555D4604340
045,045,472,100519,Rua Marquês do Soveral,Escola Secundária Padre António Veira,Alvalade,Em operação,Definida,0339611b-ef0a-4454-8155-1abaac7debb8,-9.13619235636793,38.7579299126575,0101000020E610000081212901BB4522C016C3EDD803614340
